index,filename,stem,suffix,size_bytes,width,height,channels,sha256,source_path
86,luojiazao.4.jpg,luojiazao.4,.jpg,20809,320,320,3,8623b3a223c795bdf2c36d917f7b40766ae28a57b5ea7421c5300ba05d7431e8,D:\Desktop\MyEdgeCodex\input_test\algae\luojiazao.4.jpg
87,luojiazao.5.jpg,luojiazao.5,.jpg,21781,320,320,3,642b0590af07028249bdf2ca28909a91b034749ceec1768dbac45a9ebe10d34a,D:\Desktop\MyEdgeCodex\input_test\algae\luojiazao.5.jpg
88,luojiazao.6.jpg,luojiazao.6,.jpg,27250,320,320,3,440e0a2bd96807c5f095d50e4ff9ddb1bbfc5a144edbdf8dcda78cf7ccc7be70,D:\Desktop\MyEdgeCodex\input_test\algae\luojiazao.6.jpg
89,luoshijiaomao.3.jpg,luoshijiaomao.3,.jpg,19058,320,320,3,0fbfefc3976a5c4eff1bf0fb5dd5175f55f0b906cbae3d9ad7432db2f16d638b,D:\Desktop\MyEdgeCodex\input_test\algae\luoshijiaomao.3.jpg
90,luoshijiaomao.4.jpg,luoshijiaomao.4,.jpg,18359,320,320,3,acbe33718cc5d1846e5f8412040e0b2f6e5aa9aa46e1192f1fc307bc811d4c3e,D:\Desktop\MyEdgeCodex\input_test\algae\luoshijiaomao.4.jpg
91,mashi.2.jpg,mashi.2,.jpg,30373,320,320,3,e23921da5df461e71cd2ca96de2d8a52589b007051c3b0db48c03934626e76f9,D:\Desktop\MyEdgeCodex\input_test\algae\mashi.2.jpg
92,mishikailun.8.jpg,mishikailun.8,.jpg,26190,320,320,3,410219ee7b3bd8d39a7b724b5cbed1a88a2f5c39aa1d939bd3ebb10185aa38a5,D:\Desktop\MyEdgeCodex\input_test\algae\mishikailun.8.jpg
93,nilingxing.3.jpg,nilingxing.3,.jpg,20159,320,320,3,40a38ef366a220d99ddebd4a5141d0fc8d38efabf585c7bb14514ecd41d7ba21,D:\Desktop\MyEdgeCodex\input_test\algae\nilingxing.3.jpg
94,nilingxing.4.jpg,nilingxing.4,.jpg,19620,320,320,3,0dd814b1c3e165f545888716e8915c2c5b7504a6e2da9ee882bb6788ce737bbe,D:\Desktop\MyEdgeCodex\input_test\algae\nilingxing.4.jpg
95,paige.4.jpg,paige.4,.jpg,21181,320,320,3,3f8e3a80b707fda808921b5289f048a18794b4635218eac0c2ab3b7fd16bd81f,D:\Desktop\MyEdgeCodex\input_test\algae\paige.4.jpg
96,paige.5.jpg,paige.5,.jpg,14952,320,320,3,d221389e114349768734a07af85daa3778b0c1b5664c5dd0b872fefc3ee4c8ec,D:\Desktop\MyEdgeCodex\input_test\algae\paige.5.jpg
97,qiangzhuang.12.jpg,qiangzhuang.12,.jpg,16153,320,320,3,b1bd9dfdd81e37fa634a07c24712bee830dbe774179814a72eefe5055f283817,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.12.jpg
98,qiangzhuang.13.jpg,qiangzhuang.13,.jpg,16146,320,320,3,bc5a1c867bfa21cdec9b994e6e46605ad7d873a3f9b7239ccb7df62c65ba44df,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.13.jpg
99,qiangzhuang.14.jpg,qiangzhuang.14,.jpg,15549,320,320,3,a234958918ef5421224ea285d1a33b60c528f55c377d956021e5d8cf587358f9,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.14.jpg
100,qiangzhuang.15.jpg,qiangzhuang.15,.jpg,16338,320,320,3,fbd2aba8ee7218086be6c6d26080a69ef718f185b20670de94f8525c93361896,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.15.jpg
101,qiangzhuang.16.jpg,qiangzhuang.16,.jpg,16493,320,320,3,d122ebff56f6484a9cc3a5932b8ebc060f82c612f5a6fabf38e8cfe24ce4ba8c,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.16.jpg
102,qiangzhuang.17.jpg,qiangzhuang.17,.jpg,14103,320,320,3,b4843dbe422e4894b53171bb103fc458b2d6533d2874543b1dce3b18f637a6cd,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.17.jpg
103,qiangzhuang.18.jpg,qiangzhuang.18,.jpg,14583,320,320,3,07912314c617d8faea022ecfa1a1b8cd0630a705a3395d727163fd0f4e61d0df,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.18.jpg
104,qiangzhuang.19.jpg,qiangzhuang.19,.jpg,14632,320,320,3,8861fd09b475b0ae4cc7aa0aa5cda125d7825a5cc61625612e0757082e9be98b,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.19.jpg
105,qiangzhuang.20.jpg,qiangzhuang.20,.jpg,15012,320,320,3,ec05362429ee110c52546c3714b4dce230394a52e87735c3e194a4038dca003c,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.20.jpg
106,qiangzhuang.21.jpg,qiangzhuang.21,.jpg,15160,320,320,3,b867b5ef54205224c8c4e23e55f228799325b4c323d4c562ff81c68156cf575b,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.21.jpg
107,qiangzhuang.22.jpg,qiangzhuang.22,.jpg,15093,320,320,3,d5c6e4ec0019b765ec91ad406a60c071703b5a5c71963d170baae70a2a9a82a2,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.22.jpg
108,qiangzhuang.25.jpg,qiangzhuang.25,.jpg,16783,320,320,3,862393109774402c9146147cc5e4341fbe9c20e744815ad9bc3d1638a6977d54,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.25.jpg
109,qiangzhuang.26.jpg,qiangzhuang.26,.jpg,15721,320,320,3,d2f5c619a92c7ee10c0a931b6e4eb2d49645877b726556fc248419436ea9cda8,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.26.jpg
110,qiangzhuang.28.jpg,qiangzhuang.28,.jpg,14895,320,320,3,588ad3073af0074baa9c0829f4bd60cd2d57eef98771e002e95a0c1e4de17613,D:\Desktop\MyEdgeCodex\input_test\algae\qiangzhuang.28.jpg
111,qiuxing.3.jpg,qiuxing.3,.jpg,17302,320,320,3,ecedad4276fdc700cac0fd8b3451bef8cddfb572e5a0a905bed41b9e88ddd5a9,D:\Desktop\MyEdgeCodex\input_test\algae\qiuxing.3.jpg
112,qiuxing.4.jpg,qiuxing.4,.jpg,19565,320,320,3,5221abd9954ebd6eb8245a30c891c69590cb061537a5f623e4c25acf299f39da,D:\Desktop\MyEdgeCodex\input_test\algae\qiuxing.4.jpg
113,redai.3.jpg,redai.3,.jpg,32335,320,320,3,5c37d27290f0a878027114d1101ee49083774ac8473221c5f5bf9709a68d9546,D:\Desktop\MyEdgeCodex\input_test\algae\redai.3.jpg
114,redai.4.jpg,redai.4,.jpg,22808,320,320,3,f44c6ff6f319e643301518e5df8cecf95c09235c2525474fc444400343d7d46e,D:\Desktop\MyEdgeCodex\input_test\algae\redai.4.jpg
