method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
GDCP,enhancement_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.26.jpg,3.147954925,0.475190375,4.408011917,30.55259111,4.182988773,0.9392287731,30.38828138,2.018446736,13.58015009,1.499627385,10,0.7692307692,13,29,ok,3.4804068,1.239515537,0.005190634829,9.907839115,2.907150671,3.282399338,0.003590906473,10.5950862,2.598320738,2.142271238,0.003104558143,9.362470008
CBF,enhancement_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.26.jpg,5.462049039,0.5993173055,6.50234736,61.73696611,7.757211712,0.7224382758,18.17272997,1.287122368,16.71635786,1.93297217,9,0.6923076923,13,117,ok,4.113052585,-2.249693904,0.008952608606,8.471721898,3.699489924,-0.66343061,0.00482423601,9.112022062,3.76693784,0.06071830961,0.004575828094,9.049358235
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.26.jpg,9.861409736,0.8413478782,6.27344614,112.6485159,12.51129571,0.4808586538,15.18468102,1.122807181,24.68331836,2.275606469,1,0.07692307692,13,1677,ok,4.820362837,-1.836324181,0.02379892147,5.801783323,4.497607199,-1.264346369,0.01369706046,6.256265588,4.288966486,-1.480057251,0.009206312351,5.214573442
SGUIE-Net,enhancement_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.26.jpg,0.9148251044,0.3500450721,2.770798074,13.35897335,1.521544177,0.9888195992,15.86089071,0.9261405123,3.96323342,0.761452162,6,0.6,13,10,ok,1.541429251,0.295458956,0.001108545284,9.902383836,1.670490445,1.555261919,0.000662864101,9.194883284,1.354452471,1.856472294,0.0005693954883,9.224041911
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.26.jpg,28.70011188,1.910001601,7.458807944,1275.072286,41.29081444,0.1921254545,14.09894477,5.197596068,57.9649024,2.587591797,0,0,13,2279,ok,4.983962526,-0.188806157,0.09697704466,2.135886748,5.258917005,-0.8902779114,0.04645874538,3.257662211,5.108273774,0.04025182113,0.03096168886,4.027757828
raw,anchor_raw,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,1.247206779,0.36837273,2.790297868,12.97417712,1.800701924,1,361.2019991,2.485272152,4.223259163,0.7868004246,,,,,reference_na,1.912274873,2.361161984,0.002169021556,6.545342153,1.519954652,2.33181751,0.001989186201,4.287095479,1.282396346,2.072543557,0.002018469126,3.035549348
Ours,legacy_ours_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.28.png,7.433174808,0.7223861118,4.751450091,331.1727861,11.21264171,0.8692219853,21.73279041,4.776492518,19.5911269,1.562872821,26,0.2988505747,87,325,ok,3.310953311,1.618767617,0.02168912089,3.706122488,3.318122513,2.217300837,0.01246612441,3.506378673,2.707421343,1.712021429,0.006584513482,3.222485929
HVDualformer,enhancement_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.28.jpg,1.456550714,0.3798502413,3.182309249,14.08604036,2.046391469,0.9896669984,37.00694672,2.024403583,4.46506687,0.9706750163,71,0.816091954,87,104,ok,2.255230517,2.253565289,0.002502116392,6.294995081,1.921681079,2.326914761,0.002471120547,4.035609286,1.63922396,2.153174453,0.002941304458,3.056724957
ABC-Former,enhancement_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.28.jpg,1.303159305,0.3714326238,2.945876358,13.22289381,1.879092934,0.9984561205,51.33964896,2.446263295,4.003273471,0.8803875223,74,0.8505747126,87,90,ok,2.053621837,2.345970943,0.002226008146,6.492092056,1.724501877,2.323632864,0.002054938937,4.230055794,1.497825216,2.14448354,0.002095256186,3.022319831
GDCP,enhancement_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.28.jpg,4.459111445,0.5548291436,4.52375799,56.10160168,4.755116898,0.924013257,26.03387621,5.092575875,15.57080668,1.492409552,53,0.6091954023,87,199,ok,3.455211456,1.337463702,0.00760114659,6.168312753,2.976229368,2.017098115,0.00713369658,4.055134543,2.501707803,1.908124443,0.006573843013,3.047108192
CBF,enhancement_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.28.jpg,4.06620063,0.5239888765,6.491188462,46.14381368,4.995614646,0.8068832159,16.38773043,3.935946083,13.84141017,1.790012726,47,0.5402298851,87,209,ok,3.541047927,0.370536217,0.008483803885,4.723675123,3.394533457,1.75639821,0.008050308805,3.275663482,3.779594792,-0.3609420685,0.008366064997,2.748398694
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.28.jpg,12.15913714,0.9700662699,6.633436933,138.2497159,13.35221087,0.3689011931,11.59756352,2.691551726,28.83773186,2.437472655,2,0.02298850575,87,1938,ok,4.922488113,-1.855485684,0.0365834159,4.655016553,4.858604859,-1.000300537,0.03197224587,3.738948067,4.743802693,-0.1909821345,0.03138460352,2.904086685
SGUIE-Net,enhancement_reference,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.28.jpg,2.066773675,0.4141031765,3.299333152,25.6169377,2.190882406,0.9650667906,30.51903151,2.566888411,5.753177056,0.9387696303,57,0.6551724138,87,164,ok,1.809089292,0.687383318,0.004657999296,5.787198672,2.033694198,1.879675126,0.004680473202,3.690327819,1.775350404,1.880815056,0.005145415737,2.874663039
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.28,weixiaoyuanjia.28.jpg,0d8de990746f80e8de81140537653ad3904db627799d761886f0fb48fc100e65,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.28.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.28.jpg,13.30304356,1.041261429,6.718435666,355.568319,20.16924884,0.451392144,17.73957992,5.174356935,32.56153861,2.36120173,19,0.2183908046,87,1188,ok,4.826819093,0.005233474281,0.03145339958,4.239936969,4.767997355,0.8195364601,0.02545350058,3.367753833,4.490882875,0.8802792067,0.02460415435,2.777690208
raw,anchor_raw,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,0.8501472527,0.3464182514,2.842719195,2.839175157,1.473245394,1,361.2019991,0.6744185807,3.81735473,0.9632042425,,,,,reference_na,2.320258764,2.199650655,0.0005625960033,16.61218623,1.963933043,1.920487134,0.0005839834677,9.365300932,1.493444315,1.493139645,0.0004427533551,7.433751298
Ours,legacy_ours_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\xinyue.4.png,28.78121753,1.906283276,7.353820927,1747.977895,47.31364689,0.3139027357,13.52135764,1.208267749,56.34577594,2.540683756,0,0,19,1381,ok,5.337218642,-0.7447359078,0.1053183676,2.776022271,5.184767193,0.2465113167,0.03758585666,2.821865801,4.565357975,0.3435593024,0.01385450125,2.028633038
HVDualformer,enhancement_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\xinyue.4.jpg,1.08238699,0.3591198737,3.218488856,3.559448472,1.717461118,0.9924294949,32.31280874,0.494405174,5.002334161,1.165642543,14,0.7368421053,19,21,ok,2.624127995,1.985346143,0.0007971114526,16.08689279,2.391754528,1.907890641,0.00086030831,9.27325991,1.975642448,1.804918478,0.0006728690829,7.384996375
ABC-Former,enhancement_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\xinyue.4.jpg,0.8852944066,0.3483391877,2.940567618,3.058483542,1.555423215,0.9982230067,40.41152859,0.6467013203,4.504758125,1.017089037,18,0.9473684211,19,19,ok,2.406241331,2.207690405,0.0005909046019,16.59334664,2.060943455,1.982513347,0.0006135880414,9.368882166,1.633675695,1.618129101,0.0004692485326,7.455354963
GDCP,enhancement_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\xinyue.4.jpg,3.045242998,0.4673105123,4.635541383,24.70177802,5.092100856,0.9112186432,31.4484901,1.559922724,12.99158749,1.725354941,17,0.8947368421,19,108,ok,3.89781364,1.104877781,0.003547686992,12.84569889,3.489292091,1.257259206,0.003304433916,8.017578589,2.955885895,0.9938803925,0.002285898142,6.984523719
CBF,enhancement_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\xinyue.4.jpg,7.058981093,0.6868902781,6.415521454,83.99019397,10.45971263,0.5765277743,16.22988239,1.969692787,20.13670051,2.200121749,6,0.3157894737,19,766,ok,4.629324049,-2.420697357,0.01313210668,6.961133926,4.374605171,-1.198849349,0.009951233571,4.938799832,4.167006644,-0.3560340343,0.006711287165,5.567152439
HLRP,enhancement_high_noise_diagnostic,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\xinyue.4.jpg,10.95558892,0.9016895251,6.14417286,104.1021944,12.38739125,0.4105445147,11.15053236,1.165804878,26.38724688,2.383492562,0,0,19,2097,ok,4.959334023,-0.8193193891,0.02920080853,4.643048948,4.810264326,0.165025741,0.02309464818,3.957497594,4.466119259,0.4545162773,0.01294230884,4.59191782
SGUIE-Net,enhancement_reference,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\xinyue.4.jpg,1.256413475,0.3687246018,3.409448198,5.486833856,1.841657212,0.9826299548,38.80166848,0.678793924,5.386275495,1.203025057,10,0.5263157895,19,28,ok,2.64900736,0.08166763099,0.001175427716,15.22945837,2.519572503,1.622336844,0.001301584372,9.067281539,2.046026451,1.247274085,0.001067015554,7.622592427
Histoformer,enhancement_high_noise_diagnostic,xinyue.4,xinyue.4.jpg,45a506c5f7333bde0652f8080e6a9b02fcfa09185c7826be68ea1dd8df78b20a,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\xinyue.4.jpg,20.90411435,1.467181834,6.871495791,591.1196317,26.12556322,0.2948448062,16.95815327,6.536161815,46.09217512,2.524811205,2,0.1052631579,19,1595,ok,5.14050224,-0.309015169,0.05047647891,4.038362172,5.090436457,0.07070940502,0.0375357104,3.142646439,4.805086375,0.1299943955,0.02482997013,3.334354987
raw,anchor_raw,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,1.587899339,0.3867608826,4.370267102,12.49266262,3.16520305,1,361.2019991,0.8665955099,9.651994272,1.649966321,,,,,reference_na,3.560450628,1.022323334,0.001231615538,16.18990114,3.41320754,1.218153357,0.0009796010047,11.46712195,2.923321212,0.9032717954,0.0006073291296,5.864396411
Ours,legacy_ours_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\xinyue.5.png,35.87869595,2.324657155,7.420265076,2044.484233,48.76336289,0.371897161,9.954297137,1.794995891,69.21848656,2.57936181,3,0.1111111111,27,1638,ok,5.204699281,-1.635635416,0.1187802423,0.9791957666,5.267678388,-0.6189551924,0.04843385601,0.8617124114,4.821703357,-0.4955960727,0.01487573373,0.6441649595
HVDualformer,enhancement_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\xinyue.5.jpg,1.702921488,0.3930787091,4.441914836,13.23612363,3.341926842,0.9937105179,35.6139391,1.054241942,9.332269138,1.71732077,23,0.8846153846,27,26,ok,3.663434896,0.8603859725,0.001403663847,16.57257365,3.546508761,0.6842927575,0.001218443033,11.33471315,3.090513634,1.084921945,0.0008452244918,5.820145854
ABC-Former,enhancement_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\xinyue.5.jpg,1.408569987,0.3769461794,4.19226884,11.32914871,3.020243103,0.9971646667,29.29794694,1.031023681,8.451476995,1.575806706,20,0.7692307692,27,26,ok,3.449210991,1.278748555,0.001013399699,16.37039928,3.254243697,1.227958738,0.0008008822211,11.52830103,2.749045088,0.9858419133,0.0005261781286,5.899201763
GDCP,enhancement_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\xinyue.5.jpg,3.933303826,0.5164499542,5.651101588,55.40447688,7.467301771,0.8159967661,23.69750987,1.546120074,10.33129218,2.180668008,16,0.5925925926,27,580,ok,4.48222624,-1.102489095,0.005211965137,13.93889708,4.468923966,-0.3021929051,0.004423382792,10.22390821,4.120403947,-0.1284523328,0.00281854765,5.474245319
CBF,enhancement_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\xinyue.5.jpg,7.637183605,0.7187505662,6.490736545,134.5930153,13.48851678,0.5903581977,16.18720202,1.593555136,21.36638041,2.438201562,18,0.6666666667,27,2043,ok,5.028799969,-1.787388222,0.01519300459,11.18019534,4.935040258,-1.692727368,0.01192912109,8.638069918,4.63162626,-1.011812599,0.006620760484,4.409470641
HLRP,enhancement_high_noise_diagnostic,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\xinyue.5.jpg,14.31557309,1.088229069,6.62615103,131.3754114,13.74776904,0.2924579382,6.912559295,1.600725074,32.12716642,2.506296264,3,0.1111111111,27,2478,ok,5.125476992,-0.7909249628,0.04345309823,3.66452891,5.08014836,-0.5495476978,0.03691402993,2.584995465,4.732864654,-0.3340540977,0.01892045094,0.880794945
SGUIE-Net,enhancement_reference,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\xinyue.5.jpg,1.874410031,0.4027183983,4.466937394,17.47293789,3.350489938,0.9820820689,37.58700371,1.226992732,9.790614228,1.718239556,26,0.962962963,27,38,ok,3.687123384,0.6161931296,0.001762970811,16.58374301,3.570827303,0.8858084261,0.001489318905,11.40240911,3.047187403,1.035218023,0.001046955983,5.797501871
Histoformer,enhancement_high_noise_diagnostic,xinyue.5,xinyue.5.jpg,cdd781289ec741f850f17e1463f7ec9d1e80d1790192c321d82f32b8ab82311b,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\xinyue.5.jpg,31.87136204,2.106240955,7.461344355,841.6134551,30.80985038,0.2884171903,11.22239977,6.257252321,64.92087286,2.697728247,1,0.03703703704,27,2440,ok,5.3675717,-1.098829795,0.09251044728,1.266357943,5.389643554,-1.080760584,0.07280384394,1.054299023,5.222920904,-0.8134516239,0.04091903438,0.842145777
raw,anchor_raw,xinyue.6,xinyue.6.jpg,408ac52ec551e5f8da18827b1f0296a7acadd6d16ed350a156effc8bde329598,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,0.6518326037,0.3355538461,2.624904739,1.65190047,1.30890229,1,361.2019991,0.7612589853,2.934674832,0.810270342,,,,,reference_na,2.076261041,3.123524033,0.0002564818679,10.35256853,1.56606282,3.362131166,0.0002139420048,8.652018858,1.218661411,2.09274124,0.000166357394,8.291635431
Ours,legacy_ours_reference,xinyue.6,xinyue.6.jpg,408ac52ec551e5f8da18827b1f0296a7acadd6d16ed350a156effc8bde329598,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\xinyue.6.png,36.02695153,2.327749603,7.478016701,2419.29783,56.1254322,0.299715966,12.37740011,1.343390563,67.74282127,2.513097585,0,0,10,1215,ok,5.378192524,-1.280383407,0.1303796949,1.624770759,5.122014766,0.2791638969,0.03285296622,3.620437168,4.406176003,0.5822239866,0.008969556782,3.545361126
HVDualformer,enhancement_reference,xinyue.6,xinyue.6.jpg,408ac52ec551e5f8da18827b1f0296a7acadd6d16ed350a156effc8bde329598,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\xinyue.6.jpg,0.8311330506,0.3453418764,3.017538568,2.157479428,1.520885118,0.9930755496,35.11652091,0.5563848344,3.830640938,1.023550113,9,0.9,10,16,ok,2.386789225,2.682361802,0.0003962181154,10.95991999,2.035483604,3.020194313,0.0003800876167,9.093538442,1.717933573,2.14668274,0.0003179691099,8.54574522
ABC-Former,enhancement_reference,xinyue.6,xinyue.6.jpg,408ac52ec551e5f8da18827b1f0296a7acadd6d16ed350a156effc8bde329598,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\xinyue.6.jpg,0.6840094986,0.3373092399,2.716806933,1.79119808,1.379845955,0.9984314442,42.65791317,0.7085575927,3.149390018,0.8700904588,8,1,10,8,ok,2.169499883,3.17938025,0.0002742955225,10.59786109,1.697885455,3.377367679,0.0002299834086,8.847030013,1.352473351,2.201463253,0.0001797855213,8.415091747
GDCP,enhancement_reference,xinyue.6,xinyue.6.jpg,408ac52ec551e5f8da18827b1f0296a7acadd6d16ed350a156effc8bde329598,D:\Desktop\MyEdgeCodex\input_test\algae\xinyue.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\xinyue.6.jpg,2.385546446,0.4303592661,4.43077452,17.32616575,4.556917691,0.9263173938,33.72324203,1.735729905,11.47056031,1.582341892,8,0.8,10,78,ok,3.706862077,1.38191589,0.002117229337,8.198062176,3.135092698,2.509313658,0.001555431224,7.505292749,2.647366115,1.34725517,0.001057799372,7.279553605
