method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
Ours,legacy_ours_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.21.png,36.10486311,2.343652907,7.045247502,2040.855319,48.83540516,0.4191977382,15.4184185,3.7326454,70.87412424,2.238840062,0,0,1,452,ok,4.687692624,-0.3391563995,0.1075389379,1.73867047,4.730841185,0.3325183319,0.01829134029,3.36073025,3.884383764,-0.1594215542,0.004292519387,2.957367284
HVDualformer,enhancement_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.21.jpg,1.217569109,0.3664482349,2.855804211,4.314807014,1.823955383,0.9927828908,20.65420186,0.4095816977,5.441238812,0.93182444,0,0,1,0,ok,2.405458879,1.594911252,0.0005710090867,18.72171399,1.747112592,1.780413256,0.0001994581065,11.07258825,1.437476669,0.5059884069,0.0001280329919,5.432334196
ABC-Former,enhancement_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.21.jpg,0.8562895701,0.3467247068,2.798303081,3.698946904,1.545695831,0.9988509417,52.30559815,0.8245845087,3.660433489,0.7858833493,0,0,1,1,ok,2.136659534,2.060496706,0.0003435155373,18.48657944,1.445145789,2.94691558,0.0001211257135,9.967185684,1.132936741,0.84432332,9.339041653e-05,5.362749891
GDCP,enhancement_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.21.jpg,2.48486989,0.4361017324,4.340264157,19.38741673,4.186465252,0.9515929818,34.81317263,1.066574157,12.50878791,1.421265895,1,1,1,16,ok,3.489696045,0.1282925243,0.001983617094,17.36589941,2.763352866,2.737901502,0.0008724002476,10.00909002,2.271025202,0.5923372672,0.000665242268,5.344281271
CBF,enhancement_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.21.jpg,10.7607558,0.8910978726,6.474884788,237.3736971,17.59971477,0.5260487199,18.89076893,2.8000908,26.60679883,2.239559398,0,0,1,758,ok,4.899033776,-2.036684678,0.0241044866,4.740391804,4.387829395,-1.102873534,0.008883513103,4.995071616,4.111971888,-0.1170626918,0.005533328218,3.093294799
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.21.jpg,8.558675533,0.7692139033,5.920744244,92.72862951,11.42671806,0.617257297,15.80762112,0.9449813094,22.5112226,2.115435879,0,0,1,539,ok,4.702326437,-1.130673027,0.01785678289,3.626783045,4.190640638,-0.163894563,0.007595405553,4.842146821,3.76980261,-0.2255753822,0.004393398918,2.407482534
SGUIE-Net,enhancement_reference,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.21.jpg,0.802738936,0.3438354186,2.640789638,7.025411442,1.29144673,0.9888193011,15.47180067,0.6620218796,3.470386043,0.7012589328,1,1,1,2,ok,1.519014471,0.1144190992,0.0006103284424,13.16892005,1.576656389,0.7833848328,0.0003931729484,2.617186475,1.110600615,0.2761335051,0.0002786203419,1.797671282
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.21,weixiaoyuanjia.21.jpg,9beb90dab1242c62cb983db8aa21abddbbd91687ae9cb311749df047928911fd,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.21.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.21.jpg,26.49095705,1.790075469,7.275790231,1196.124476,39.70999675,0.2483160943,14.80713137,3.151010096,54.36195331,2.501495235,0,0,1,1507,ok,4.983810655,-0.1260798022,0.07870795307,2.493745644,5.07878167,0.0888527319,0.03084042893,3.265103278,4.818173868,-0.3821641795,0.01865683481,2.107260483
raw,anchor_raw,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,0.5423359603,0.3295813927,2.415166166,1.353766654,0.8726966369,1,361.2019991,0.4889608141,2.557323258,0.5660144654,,,,,reference_na,1.488801355,1.458257519,0.0001663769368,17.25590605,1.038571898,3.801955651,6.695676489e-05,17.16757701,0.8684128693,1.993366371,6.733651585e-05,9.801514947
Ours,legacy_ours_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.22.png,29.86186546,1.984416246,6.79376864,1353.313631,38.04920689,0.430267036,16.74531317,3.662645891,58.71663397,2.179116959,0,0,1,623,ok,4.295464915,-0.5237106027,0.08027574594,2.218456985,4.666934285,-0.05617311493,0.0170156536,2.989983632,4.010043672,-0.2262096689,0.004967483845,2.444067835
HVDualformer,enhancement_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.22.jpg,0.962960542,0.3525330783,2.72894395,1.97401058,1.288337488,0.9929332137,20.42485137,0.4216614379,3.641265007,0.8820935644,0,0,1,0,ok,2.077118418,1.003007569,0.0003713677397,16.62050667,1.693212553,1.716400426,0.0001772990713,17.48785157,1.521540788,0.6754979888,0.0001409609842,9.631768284
ABC-Former,enhancement_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.22.jpg,0.636486654,0.3347176212,2.636793263,1.632371669,1.082230761,0.9987856746,48.93246672,0.875115851,2.37894129,0.6973222402,1,1,1,2,ok,1.791655306,1.88710154,0.0002108979943,17.18088983,1.322147676,3.606945608,8.889746104e-05,17.14949222,1.069747518,2.136375944,8.314571282e-05,9.822363458
GDCP,enhancement_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.22.jpg,1.97715405,0.4083705379,4.232894066,10.66809365,2.930804187,0.9516579509,35.31668563,0.9515176778,10.00366128,1.313811035,0,0,1,18,ok,3.074010752,-1.405453855,0.001376971635,19.23709591,2.576370998,2.54556502,0.0006979394234,18.48936929,2.229800038,1.058159058,0.0006095130694,9.799703657
CBF,enhancement_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.22.jpg,8.539493849,0.7683967024,6.37733925,120.3676773,11.94450772,0.546965003,18.98373113,3.141017064,23.08690973,2.145769187,0,0,1,667,ok,4.537974794,-2.593967699,0.01552461564,5.328811782,4.205050461,-1.839565308,0.007185219681,6.842636958,4.103377344,-0.3338376339,0.005502689744,7.158623632
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.22.jpg,11.11404098,0.910656852,6.457637076,138.5763911,13.63143199,0.464884311,15.48899796,1.545351512,27.18100529,2.257864527,0,0,1,1535,ok,4.834879226,-1.453964068,0.02627810909,5.284649655,4.472716779,-0.7992458037,0.01291608848,6.511465505,4.192285738,-0.3329063739,0.008111220702,5.947897689
SGUIE-Net,enhancement_reference,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.22.jpg,0.6293492656,0.3343567202,2.298787342,3.8893221,0.9133053932,0.9904192686,15.54060878,0.6028302666,3.054505512,0.56821354,1,1,1,3,ok,1.022629052,0.6898680219,0.0004995985678,10.11774972,1.310265844,0.8282355963,0.0003571009308,4.227044594,1.075264913,0.7242126389,0.0002647309812,4.729114329
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.22,weixiaoyuanjia.22.jpg,8db39e0e54a9267e847a6511e245afffceeba2f804467a04f594b17e6a1f04da,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.22.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.22.jpg,22.08119341,1.535160484,7.083886903,767.4936275,29.98702402,0.226902023,14.62892569,3.833222637,48.18112956,2.450647061,0,0,1,1869,ok,4.646164905,-0.527883647,0.06211165935,3.136086725,5.03481341,-0.2414084481,0.02896608321,4.001540034,4.911162903,-0.2897868897,0.02066340743,2.723278421
raw,anchor_raw,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,0.8359355508,0.3456631971,2.69152357,4.383331701,1.396756328,1,361.2019991,0.6089010351,3.655644432,0.7567348688,,,,,reference_na,1.960681899,3.426682718,0.0006036974079,9.815186201,1.420388281,4.224796462,0.0003756106582,7.301176451,1.158114007,2.938335956,0.0002457181243,5.728794646
Ours,legacy_ours_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.23.png,27.34039418,1.831426743,6.848934318,1333.371336,38.74930715,0.4388706386,15.84031619,3.387121754,55.87428808,2.238844364,4,0.1379310345,29,902,ok,4.602272767,-0.3619296558,0.08398659533,2.77943255,4.750399443,0.7826396038,0.01902155192,4.204996417,3.972780536,0.6875415415,0.004605291436,3.455384147
HVDualformer,enhancement_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.23.jpg,1.31299753,0.3717318248,2.882860241,5.31997453,1.844923096,0.9911389947,19.92611348,0.4679512853,5.707207037,0.95033619,21,0.7777777778,29,27,ok,2.430506536,2.756347821,0.0009810074425,9.581003499,1.843812224,3.052354785,0.0005128926745,7.242844371,1.425947362,2.562764392,0.0002571179072,6.155209574
ABC-Former,enhancement_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.23.jpg,0.9278040795,0.3506857584,2.803287276,4.82549471,1.53514811,0.9987450242,43.59208335,0.7915563269,3.457748297,0.8375604285,25,0.9259259259,29,27,ok,2.120732439,3.400944431,0.0006816051414,9.69020481,1.574231569,4.055597679,0.0004167473148,7.209536441,1.329036718,3.70966523,0.0002634924191,5.825049183
GDCP,enhancement_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.23.jpg,3.199834602,0.4781478421,4.374948023,32.80528997,4.320087404,0.9293802977,31.46792506,1.676115616,14.00153024,1.482839651,18,0.6206896552,29,64,ok,3.485702455,1.628307179,0.004451215845,9.093513239,2.892066978,3.21971197,0.003074759833,7.041861494,2.509685595,2.336393635,0.002056901567,6.246148884
CBF,enhancement_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.23.jpg,6.698834056,0.6673148798,6.520306494,88.13469338,9.562346755,0.6240841746,18.23334519,1.586330156,19.31239207,2.068926067,12,0.4137931034,29,295,ok,4.365681042,-2.226758668,0.01196136528,7.094054442,3.999021293,-0.9565954188,0.006255705234,6.503391232,4.025265137,-0.2061702223,0.005371861433,5.680049305
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.23.jpg,9.820391581,0.8390465983,6.175369949,111.0613783,12.46423536,0.5069702864,15.23573139,1.171355065,24.67947142,2.26653856,3,0.1034482759,29,1517,ok,4.834143222,-0.9034757563,0.02385328198,5.764795596,4.498238767,-0.4086469672,0.01321333527,5.590700988,4.221295311,-0.01453614506,0.008487440535,5.028101199
SGUIE-Net,enhancement_reference,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.23.jpg,0.9159158607,0.350085518,2.7768346,10.2432406,1.451051694,0.988397181,15.79908809,0.8415827769,3.94585662,0.7547803138,10,0.3846153846,29,26,ok,1.52884905,0.3612530844,0.000971454183,9.289517954,1.651803576,1.326766747,0.0006564184697,6.773844415,1.345981123,1.448569205,0.0004202618169,4.686963923
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.23,weixiaoyuanjia.23.jpg,7f11574dad989bd5d89bd2c91c44c3559360964d8905b44f1b70cc4377c4f921,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.23.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.23.jpg,26.3620338,1.774440513,7.217648694,1192.050656,39.78469515,0.2010932565,14.4837431,5.908598314,54.46117113,2.577254401,0,0,29,2349,ok,5.010990082,-0.2953982389,0.08631384434,2.864674589,5.24476127,-0.09511976885,0.04053667766,4.378400718,5.054877004,-0.3739946408,0.02604752916,4.092131472
raw,anchor_raw,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,0.8360469976,0.3456604696,2.70303844,4.324098746,1.416889482,1,361.2019991,0.6456268188,3.886424424,0.7576178218,,,,,reference_na,1.96545641,3.350887581,0.0005851804601,8.750673371,1.41462148,4.37687654,0.0003612785845,8.678776881,1.164341275,3.53807136,0.0003413067226,5.191126019
Ours,legacy_ours_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.24.png,16.33022692,1.207960797,6.292331954,810.34471,27.28017796,0.5796492696,20.17997564,2.994458804,37.04141484,2.048379515,3,0.1764705882,17,873,ok,4.042320064,0.06619725904,0.04314997343,5.188819501,4.489508146,0.7939175057,0.01050376587,6.706384242,3.701908503,0.794095363,0.002886634813,5.270997785
HVDualformer,enhancement_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.24.jpg,1.306850216,0.3713818884,2.882250118,5.20848844,1.82856852,0.9910843372,19.83765172,0.5003971178,5.516560884,0.9515254235,12,0.7058823529,17,17,ok,2.403381767,2.706128257,0.0009394235366,8.607204613,1.840897629,3.115063386,0.0004852841038,9.089401301,1.463094716,2.154783477,0.0003537215701,5.427056907
ABC-Former,enhancement_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.24.jpg,0.9326992372,0.3509424229,2.825014724,4.79612069,1.559344984,0.9987661242,46.13233087,0.8652268441,3.427780053,0.8307010226,15,1.071428571,17,14,ok,2.126162262,3.280172364,0.000660071326,8.724929167,1.569587785,4.071402253,0.0003973861433,8.691605641,1.287037558,3.445583243,0.0003610728253,5.224052916
GDCP,enhancement_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\weixiaoyuanjia.24.jpg,3.238033459,0.480300974,4.390453155,31.30102371,4.356978597,0.9310727715,30.8965724,1.817715001,13.97969745,1.477500392,13,0.7647058824,17,64,ok,3.484829395,1.116885076,0.00488759025,9.434195437,2.877221094,3.36709191,0.003271713306,8.490241564,2.491940211,2.445327353,0.002852348406,5.417095642
CBF,enhancement_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\weixiaoyuanjia.24.jpg,6.349283003,0.6481851861,6.479022431,78.27650862,8.845614293,0.6632074118,18.02229705,1.485661928,18.65501347,2.01706826,9,0.5294117647,17,177,ok,4.294259613,-2.201167935,0.01108049855,7.063711343,3.882328884,-0.9705820495,0.005849268369,6.74193703,3.903562986,-0.5037314361,0.005328307109,5.332964195
HLRP,enhancement_high_noise_diagnostic,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\weixiaoyuanjia.24.jpg,9.722480584,0.8336467784,6.17946742,108.0202635,12.32144501,0.5117183328,15.39992741,1.179493988,24.3712148,2.251135689,0,0,17,1592,ok,4.832567934,-0.980436482,0.02332076352,5.051872395,4.475905982,-0.2228898018,0.01257010714,5.843841688,4.154831777,-0.662579738,0.007617571652,5.734027757
SGUIE-Net,enhancement_reference,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\weixiaoyuanjia.24.jpg,0.9364531667,0.3512123636,2.819094654,11.09572884,1.528352475,0.9890634418,15.78521968,0.8951800865,4.052326633,0.7560755922,6,0.3529411765,17,18,ok,1.565532124,0.3582674974,0.001012697922,8.907709546,1.636904781,1.381604271,0.0006392807591,9.103180249,1.331869985,1.35348145,0.0004946850476,4.908923648
Histoformer,enhancement_high_noise_diagnostic,weixiaoyuanjia.24,weixiaoyuanjia.24.jpg,c6021ec6a079213054f5d591806d575ab221401f86e388fb5fb789e0018d6dd7,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.24.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\weixiaoyuanjia.24.jpg,26.18348906,1.763325604,7.302217217,1179.483645,39.68649615,0.2056723237,14.74773575,5.845680595,53.89406985,2.56314182,1,0.05882352941,17,2390,ok,5.006068182,-0.3260011065,0.08705191002,2.819624464,5.221290989,-0.140225623,0.03991604207,3.657778663,4.999345492,-0.118289001,0.02517830572,4.238959436
raw,anchor_raw,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,0.8137069729,0.3444513142,2.722917112,4.855564263,1.403728176,1,361.2019991,0.7398933623,3.757409941,0.7690343712,,,,,reference_na,1.958500276,3.485026554,0.000676665342,10.02553776,1.419928627,4.573227852,0.0004397698023,9.931942816,1.234187279,4.079061512,0.0004736096612,9.592003362
Ours,legacy_ours_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\weixiaoyuanjia.26.png,29.37088859,1.946803529,7.132868752,1747.375152,45.2575213,0.3717312217,15.14284028,2.236847392,58.07072099,2.349065389,1,0.07692307692,13,1133,ok,4.825532535,-0.8417346228,0.1038937911,2.202111151,4.892957983,-0.1976947071,0.02397995837,3.526706578,4.240890496,0.5025475451,0.007137568896,3.661867498
HVDualformer,enhancement_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\weixiaoyuanjia.26.jpg,1.238809011,0.3676759242,2.884475526,5.657925157,1.777854761,0.9912938476,20.0897105,0.5630720945,5.366520302,0.9439235699,8,0.7272727273,13,11,ok,2.36391399,2.629994538,0.001007968315,10.11642169,1.822291386,3.051662463,0.0005556142264,10.78347165,1.47527275,2.806013788,0.0004997106491,9.816433244
ABC-Former,enhancement_reference,weixiaoyuanjia.26,weixiaoyuanjia.26.jpg,837b638ce299dbc4146e811f4571a5f14e3441e99db09381ab7da9bb377bf624,D:\Desktop\MyEdgeCodex\input_test\algae\weixiaoyuanjia.26.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\weixiaoyuanjia.26.jpg,0.9089711325,0.3496556296,2.863886413,5.287818378,1.554657367,0.9986240864,43.95994841,0.8233640378,3.42508643,0.8509553116,12,0.9230769231,13,13,ok,2.138921367,3.516156809,0.0007492258995,9.894043781,1.586042393,4.127963349,0.0004736317394,9.787915929,1.379057536,3.539601419,0.0004877161628,9.596153925
